ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PFD,PRI_PVEM,CAND_IND9,CAND_IND10,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
15,MEXICO,1,ACAMBAY DE RUIZ CASTAÃ‘EDA,32,82,7201,11146,842,902,450,207,1207,789,197,361,46,143,0,0,13,23491,1066,24570,43206,0.5687
15,MEXICO,2,ACOLMAN,26,114,2492,18026,6792,1040,1293,1144,1259,3620,931,2412,193,168,0,0,41,39370,1429,40840,72755,0.5613
15,MEXICO,3,ACULCO,23,57,2078,11344,2292,481,532,123,539,844,178,290,30,179,0,0,6,18910,819,19735,30662,0.6436
15,MEXICO,4,ALMOLOYA DE ALQUISIRAS,12,23,3789,3942,149,32,222,37,36,84,135,19,27,0,0,0,0,8472,215,8687,11259,0.7716
15,MEXICO,5,ALMOLOYA DE JUAREZ,57,171,7151,19700,6784,2734,7216,1973,2654,2131,2646,1782,332,666,0,0,27,55769,2338,58134,103614,0.5611
15,MEXICO,6,ALMOLOYA DEL RIO,5,13,760,1948,1075,44,342,30,73,228,72,604,16,6,0,0,4,5198,250,5452,7737,0.7047
15,MEXICO,7,AMANALCO,10,28,2301,4658,587,63,3407,64,214,191,48,75,7,27,0,0,7,11642,331,11980,16143,0.7421
15,MEXICO,8,AMATEPEC,27,46,2263,5323,6399,134,69,18,97,219,20,24,8,58,0,0,20,14632,595,15247,20617,0.7395
15,MEXICO,9,AMECAMECA,26,65,2747,8474,1964,576,482,1253,430,1509,332,3025,619,80,0,0,11,21491,925,22427,36762,0.6101
15,MEXICO,10,APAXCO,14,33,3164,4056,244,182,355,1859,311,417,146,973,31,164,0,0,13,11902,401,12316,19755,0.6234
15,MEXICO,11,ATENCO,14,55,1032,6726,1608,376,3042,401,446,4262,625,782,78,165,0,0,8,19543,707,20258,36365,0.5571
15,MEXICO,12,ATIZAPAN,3,13,360,1398,278,58,436,52,259,1538,0,88,33,4,0,0,1,4504,207,4712,7460,0.6316
15,MEXICO,13,ATIZAPAN DE ZARAGOZA,167,594,53220,40362,6808,5353,2239,4719,5598,16945,4222,9686,954,1087,0,0,327,151193,8582,160102,378410,0.4231
15,MEXICO,14,ATLACOMULCO,39,118,5155,14913,1262,815,5157,1410,1580,1921,609,1135,168,173,0,0,53,34298,1584,35935,69062,0.5203
15,MEXICO,15,ATLAUTLA,13,31,2942,4505,690,152,154,1262,105,839,78,664,662,17,0,0,3,12070,330,12403,19214,0.6455
15,MEXICO,16,AXAPUSCO,20,32,2923,4698,1287,110,1929,52,411,367,172,192,13,6,0,0,2,12160,255,12417,16671,0.7448
15,MEXICO,17,AYAPANGO,5,9,297,1607,838,63,105,514,31,165,29,79,35,7,0,0,0,3770,104,3874,5144,0.7531
15,MEXICO,18,CALIMAYA,16,53,4480,7860,691,309,3230,402,432,1031,1304,401,79,283,0,0,9,20502,721,21232,32458,0.6541
15,MEXICO,19,CAPULHUAC,12,37,1923,3423,2379,171,585,360,347,767,0,805,118,14,0,0,5,10892,404,11301,22525,0.5017
15,MEXICO,20,COACALCO DE BERRIOZABAL,106,339,17208,25011,17002,4329,1682,4623,3389,13943,3222,7527,831,1062,0,0,254,99829,4773,104856,215406,0.4868
15,MEXICO,21,COATEPEC HARINAS,19,47,3707,8994,583,155,2274,53,112,1110,0,36,25,70,0,0,3,17119,454,17576,24805,0.7086
15,MEXICO,22,COCOTITLAN,6,17,555,2058,2052,104,435,519,131,675,0,392,140,22,0,0,1,7083,268,7352,10609,0.693
15,MEXICO,23,COYOTEPEC,11,51,3936,3735,1178,267,829,1595,344,1326,1041,1123,949,27,0,0,19,16350,472,16841,33615,0.501
15,MEXICO,24,CUAUTITLAN,27,113,10449,10117,3547,765,1286,1055,1125,3559,884,2118,230,232,0,0,96,35367,1495,36958,72832,0.5074
15,MEXICO,25,CUAUTITLAN IZCALLI,258,645,51390,45033,9793,5335,6254,7341,7722,24172,7220,14451,1585,988,0,0,372,181284,9522,191178,385869,0.4954
15,MEXICO,26,CHALCO,71,319,5508,28328,18084,2984,1427,12987,2433,8555,0,7575,1049,747,0,0,125,89677,4353,94155,211298,0.4456
15,MEXICO,27,CHAPA DE MOTA,14,36,6731,5631,275,96,139,70,282,380,64,104,74,60,0,0,3,13906,547,14456,19076,0.7578
15,MEXICO,28,CHAPULTEPEC,2,10,447,1894,178,51,1132,115,141,196,154,95,16,12,0,0,1,4431,187,4619,7160,0.6451
15,MEXICO,29,CHIAUTLA,12,33,455,4312,625,202,294,2337,203,2918,247,443,63,231,0,0,9,12330,305,12644,19155,0.6601
15,MEXICO,30,CHICOLOAPAN,70,195,1634,16552,11610,1376,607,734,1199,9807,2983,7885,394,381,0,0,80,55162,2411,57653,119557,0.4822
15,MEXICO,31,CHICONCUAC,7,28,417,3289,782,187,1102,433,152,2676,1159,596,55,38,0,0,4,10886,370,11260,17629,0.6387
15,MEXICO,32,CHIMALHUACAN,162,628,6314,46077,25535,6010,2933,2313,4580,23654,3680,6702,878,1393,0,0,201,130069,5998,136268,410239,0.3322
15,MEXICO,33,DONATO GUERRA,16,37,1470,6382,7536,87,95,55,586,161,0,67,18,39,0,0,14,16496,520,17030,21549,0.7903
15,MEXICO,34,ECATEPEC DE MORELOS,745,1993,39554,162035,77348,20545,14124,13879,20596,69476,15073,29336,2461,4202,6310,0,943,474939,26689,502571,1205403,0.4169
15,MEXICO,35,ECATZINGO,4,10,1416,1663,61,119,140,326,159,128,66,26,13,3,0,0,1,4120,125,4246,6216,0.6831
15,MEXICO,36,HUEHUETOCA,50,125,10319,10185,6744,917,372,1997,794,1475,935,1318,131,437,0,0,39,35624,1048,36711,80654,0.4552
15,MEXICO,37,HUEYPOXTLA,16,45,5566,6303,3757,180,221,93,426,588,180,1111,34,52,0,0,4,18511,631,19146,28247,0.6778
15,MEXICO,38,HUIXQUILUCAN,76,266,31972,32513,6272,1767,876,1205,2092,5280,1567,3024,441,751,0,0,148,87760,3861,91769,169368,0.5418
15,MEXICO,39,ISIDRO FABELA,5,13,428,1863,886,117,415,321,227,460,426,110,80,8,0,0,1,5341,144,5486,7469,0.7345
15,MEXICO,40,IXTAPALUCA,226,530,10961,53654,40990,4283,1776,3232,3489,11509,3117,6139,728,924,0,0,183,140802,6166,147151,314782,0.4675
15,MEXICO,41,IXTAPAN DE LA SAL,19,45,4452,6851,884,241,467,425,534,310,0,608,338,248,0,0,9,15358,735,16102,24641,0.6535
15,MEXICO,42,IXTAPAN DEL ORO,5,9,1537,1487,833,22,14,21,46,23,0,4,3,14,0,0,0,4004,114,4118,4770,0.8633
15,MEXICO,43,IXTLAHUACA,48,160,4570,22675,1867,1436,969,9189,3007,1970,1275,2791,272,177,0,0,47,50198,2146,52391,100673,0.5204
15,MEXICO,44,XALATLACO,7,25,2368,3095,1058,145,255,128,245,517,0,225,89,19,0,0,2,8144,400,8546,16018,0.5335
15,MEXICO,45,JALTENCO,14,31,2548,2760,697,276,213,1599,281,661,264,773,136,97,0,0,11,10305,356,10672,18275,0.584
15,MEXICO,46,JILOTEPEC,44,107,8873,11786,1921,635,395,240,13438,777,331,558,234,74,0,0,14,39262,1340,40616,59999,0.6769
15,MEXICO,47,JILOTZINGO,10,23,3660,2807,937,268,147,92,189,461,149,205,14,67,0,0,6,8996,290,9292,13869,0.67
15,MEXICO,48,JIQUIPILCO,30,84,726,9697,892,3412,5930,740,1206,2515,483,426,78,0,0,0,5,26105,1401,27511,47820,0.5753
15,MEXICO,49,JOCOTITLAN,29,81,6931,12395,737,471,1181,652,675,1359,412,854,141,120,0,0,21,25928,1054,27003,44240,0.6104
15,MEXICO,50,JOQUICINGO,5,16,1147,2899,328,81,74,42,329,1306,233,180,22,0,0,0,2,6641,209,6852,9245,0.7412
15,MEXICO,51,JUCHITEPEC,8,25,639,3898,1768,248,116,1675,195,815,0,232,47,37,0,0,4,9670,337,10011,15937,0.6282
15,MEXICO,52,LERMA,46,141,15345,20389,3809,827,2113,784,1250,3317,0,1697,504,257,0,0,55,50292,1633,51980,87865,0.5916
15,MEXICO,53,MALINALCO,16,34,2816,4633,3337,156,182,89,551,402,263,112,19,0,0,0,7,12560,472,13039,17872,0.7296
15,MEXICO,54,MELCHOR OCAMPO,16,65,4762,6334,4603,413,270,2382,661,1578,1182,469,92,45,0,0,28,22791,727,23546,43386,0.5427
15,MEXICO,55,METEPEC,86,271,22143,31945,2944,2347,9303,3197,4758,6986,2680,4512,796,319,0,0,186,91930,4460,96576,168287,0.5739
15,MEXICO,56,MEXICALTZINGO,4,13,339,1877,142,77,526,522,142,865,243,400,23,17,0,0,3,5173,180,5356,8477,0.6318
15,MEXICO,57,MORELOS,18,39,1408,6758,190,143,147,4144,421,268,63,531,17,33,0,0,1,14123,459,14583,20162,0.7233
15,MEXICO,58,NAUCALPAN DE JUAREZ,453,1110,92782,75626,14801,10179,4207,9687,8702,34043,8199,14781,1694,2294,0,0,504,276995,15139,292638,659383,0.4438
15,MEXICO,59,NEXTLALPAN,10,35,1704,3618,2340,204,697,1244,229,871,210,1290,262,27,0,0,7,12696,412,13115,20891,0.6278
15,MEXICO,60,NEZAHUALCOYOTL,680,1488,14778,86954,190766,9975,4799,7029,8685,38041,8160,14148,1704,3213,0,789,651,389041,17502,407194,846370,0.4811
15,MEXICO,61,NICOLAS ROMERO,100,405,30579,39933,6073,3521,1797,5435,6643,13282,3915,4973,638,647,0,0,119,117436,4291,121846,260530,0.4677
15,MEXICO,62,NOPALTEPEC,5,12,2522,2219,99,54,63,117,42,321,71,39,6,37,0,0,1,5590,115,5706,7030,0.8117
15,MEXICO,63,OCOYOACAC,22,69,2450,7942,2635,692,1265,3179,568,1805,0,1990,644,57,0,0,42,23227,1075,24344,42966,0.5666
15,MEXICO,64,OCUILAN,13,35,2606,4473,4175,140,237,61,734,940,265,79,13,0,0,0,0,13723,460,14183,19126,0.7416
15,MEXICO,65,EL ORO,17,48,4190,5782,335,233,172,433,2797,805,167,185,49,49,0,0,130,15197,429,15756,24591,0.6407
15,MEXICO,66,OTUMBA,18,43,6482,5031,920,124,2497,52,139,259,51,236,19,42,0,0,4,15852,376,16232,24303,0.6679
15,MEXICO,67,OTZOLOAPAN,4,10,34,1635,1396,9,24,12,132,32,0,6,0,7,0,0,0,3287,49,3336,3922,0.8506
15,MEXICO,68,OTZOLOTEPEC,24,82,5374,11960,1073,3234,957,1370,571,2165,572,591,303,0,0,0,13,28170,1089,29272,50540,0.5792
15,MEXICO,69,OZUMBA,13,30,3791,4126,275,165,149,681,223,1178,246,425,260,12,0,0,5,11531,335,11871,18236,0.651
15,MEXICO,70,PAPALOTLA,2,6,620,1035,139,41,245,112,27,309,36,130,4,7,0,0,0,2705,61,2766,3561,0.7767
15,MEXICO,71,LA PAZ,82,280,3372,32160,16843,2419,2788,2208,2184,9354,1778,3307,357,1111,0,0,125,77881,3553,81559,177081,0.4606
15,MEXICO,72,POLOTITLAN,10,20,1582,4248,111,133,34,30,190,158,68,85,11,94,0,0,1,6744,272,7017,10878,0.6451
15,MEXICO,73,RAYON,4,13,216,2597,132,155,1761,447,104,151,69,85,16,34,0,0,5,5767,195,5967,7901,0.7552
15,MEXICO,74,SAN ANTONIO LA ISLA,4,21,1471,3622,592,90,903,143,136,558,512,240,235,21,0,0,4,8523,253,8780,14203,0.6182
15,MEXICO,75,SAN FELIPE DEL PROGRESO,43,136,11656,26435,1265,589,1018,501,1376,1250,648,783,361,222,0,0,118,46104,2809,49031,82158,0.5968
15,MEXICO,76,SAN MARTIN DE LAS PIRAMIDES,14,31,4998,3686,257,140,234,352,190,1976,109,189,30,16,0,0,6,12177,293,12476,18208,0.6852
15,MEXICO,77,SAN MATEO ATENCO,23,98,7652,12465,1347,1265,1791,2820,2036,2934,0,1535,545,45,0,0,47,34435,1248,35730,62552,0.5712
15,MEXICO,78,SAN SIMON DE GUERRERO,4,8,404,1415,1234,16,25,317,21,175,3,4,4,0,0,0,0,3618,128,3746,4487,0.8349
15,MEXICO,79,SANTO TOMAS,10,20,753,1929,1367,20,966,30,143,73,0,9,9,1,0,0,0,5300,112,5412,6916,0.7825
15,MEXICO,80,SOYANIQUILPAN DE JUAREZ,7,18,3991,2964,64,36,42,18,220,66,27,32,9,29,0,0,3,7498,183,7684,9320,0.8245
15,MEXICO,81,SULTEPEC,23,40,3792,6171,2556,68,66,444,221,187,41,38,31,0,0,0,1,13615,465,14081,18738,0.7515
15,MEXICO,82,TECAMAC,156,445,18472,61100,8771,5392,2874,4321,4488,17483,4355,9209,948,1463,0,0,263,138876,6649,145788,281849,0.5173
15,MEXICO,83,TEJUPILCO,44,98,3487,13807,11652,307,403,194,580,1145,239,294,57,125,0,0,8,32290,1587,33885,52461,0.6459
15,MEXICO,84,TEMAMATLA,5,14,254,1494,589,94,458,973,666,204,0,411,15,21,0,0,1,5179,167,5347,8569,0.624
15,MEXICO,85,TEMASCALAPA,15,41,6648,5418,704,290,888,1063,294,666,129,237,38,72,0,0,1,16447,441,16889,25694,0.6573
15,MEXICO,86,TEMASCALCINGO,34,85,3377,13396,9461,396,414,222,643,576,271,406,43,135,0,0,6,29340,1266,30612,45876,0.6673
15,MEXICO,87,TEMASCALTEPEC,23,45,4618,6562,3210,270,130,48,255,218,55,65,14,0,0,0,2,15445,412,15859,22222,0.7137
15,MEXICO,88,TEMOAYA,26,98,2647,9448,774,3575,1646,7700,567,1889,491,677,88,0,0,0,15,29502,1626,31143,60456,0.5151
15,MEXICO,89,TENANCINGO,36,108,7604,9789,2851,1172,3151,2341,1472,4367,1150,894,221,0,0,0,16,35012,1721,36749,64952,0.5658
15,MEXICO,90,TENANGO DEL AIRE,5,13,1090,1759,515,108,581,408,110,231,0,462,24,6,0,0,2,5294,190,5486,7675,0.7148
15,MEXICO,91,TENANGO DEL VALLE,27,86,1244,9899,5518,452,5506,430,1302,1220,1572,582,1043,92,0,0,27,28860,1100,29987,54452,0.5507
15,MEXICO,92,TEOLOYUCAN,25,92,6633,8186,3086,648,1345,1668,885,3317,726,866,257,97,0,0,24,27714,993,28731,57295,0.5015
15,MEXICO,93,TEOTIHUACAN,23,68,5265,8770,2919,355,1433,316,469,1285,283,1512,117,103,0,0,18,22827,830,23675,40925,0.5785
15,MEXICO,94,TEPETLAOXTOC,11,34,1984,3812,1737,240,602,373,183,2975,213,359,62,119,0,0,9,12659,366,13034,19603,0.6649
15,MEXICO,95,TEPETLIXPA,8,21,1282,2961,985,85,71,1129,118,1001,265,111,26,29,0,0,4,8063,232,8299,12897,0.6435
15,MEXICO,96,TEPOTZOTLAN,24,85,5028,7219,2251,510,412,9570,851,2255,938,924,115,32,0,0,25,30105,925,31055,52863,0.5875
15,MEXICO,97,TEQUIXQUIAC,13,40,5998,4939,619,287,228,2401,276,977,110,164,24,209,0,0,23,16232,427,16682,24244,0.6881
15,MEXICO,98,TEXCALTITLAN,8,24,3554,4921,260,61,114,42,223,328,103,17,13,0,0,0,1,9636,243,9880,12503,0.7902
15,MEXICO,99,TEXCALYACAC,2,6,101,864,434,39,175,118,351,146,19,460,11,1,0,0,0,2719,108,2827,3742,0.7555
15,MEXICO,100,TEXCOCO,80,280,3378,29597,9696,1717,1617,2745,2289,44686,3136,3277,521,749,0,0,86,103408,3359,106853,178079,0.6
15,MEXICO,101,TEZOYUCA,9,39,551,3718,2489,276,2260,303,330,1836,402,374,72,159,0,0,8,12770,480,13258,25599,0.5179
15,MEXICO,102,TIANGUISTENCO,24,80,7209,9892,2341,499,839,350,849,1498,0,1076,529,134,0,0,36,25216,1111,26363,49024,0.5378
15,MEXICO,103,TIMILPAN,11,24,3169,4859,545,100,51,37,228,171,37,52,10,11,0,0,1,9270,227,9498,12124,0.7834
15,MEXICO,104,TLALMANALCO,21,57,1786,6527,414,607,1109,2483,334,1375,391,2512,319,62,0,0,19,17919,805,18743,34530,0.5428
15,MEXICO,105,TLALNEPANTLA DE BAZ,380,921,60213,61587,21749,8108,5065,7123,7195,28350,8168,14711,1713,1855,0,0,653,225837,14241,240731,545744,0.4411
15,MEXICO,106,TLATLAYA,32,56,233,8075,10601,118,32,11,180,73,19,18,1,67,0,0,23,19428,573,20024,25861,0.7743
15,MEXICO,107,TOLUCA,303,931,71602,99895,18975,9392,12098,10731,12880,21356,9333,15914,1929,2233,0,0,480,286338,14000,300818,588778,0.5109
15,MEXICO,108,TONATICO,9,19,1256,3806,1406,58,89,49,99,247,0,48,27,13,0,0,0,7098,196,7294,9828,0.7422
15,MEXICO,109,TULTEPEC,30,154,4760,14261,17948,1208,769,1499,1186,4164,955,2172,255,180,0,0,85,49357,1677,51119,103995,0.4916
15,MEXICO,110,TULTITLAN,183,547,13463,39169,23179,5748,5563,11317,5113,18762,5026,9783,863,1663,0,0,268,139649,7286,147203,339630,0.4334
15,MEXICO,111,VALLE DE BRAVO,28,82,4648,12662,1798,852,2356,2750,1218,2328,441,475,103,135,0,0,27,29766,1056,30849,47568,0.6485
15,MEXICO,112,VILLA DE ALLENDE,22,55,1375,7356,10399,265,222,78,508,213,0,116,42,197,0,0,0,20771,892,21663,30416,0.7122
15,MEXICO,113,VILLA DEL CARBON,19,53,7060,6100,217,285,474,3323,891,386,247,312,84,39,0,0,10,19418,831,20259,29360,0.69
15,MEXICO,114,VILLA GUERRERO,25,67,2521,11355,7431,299,369,1340,355,487,0,267,57,83,0,0,14,24564,817,25395,39324,0.6458
15,MEXICO,115,VILLA VICTORIA,43,106,11641,25509,406,390,263,189,443,510,878,276,68,200,0,0,8,40773,1006,41787,58251,0.7174
15,MEXICO,116,XONACATLAN,14,57,3972,6215,719,4628,510,3588,456,1189,314,406,135,0,0,0,11,22132,1041,23184,37396,0.62
15,MEXICO,117,ZACAZONAPAN,2,6,271,940,1430,1,19,4,17,19,0,4,0,6,0,0,0,2711,70,2781,3328,0.8356
15,MEXICO,118,ZACUALPAN,15,25,1202,3451,281,81,178,1311,80,686,102,23,7,0,0,0,0,7402,274,7676,10217,0.7513
15,MEXICO,119,ZINACANTEPEC,47,176,15216,18186,1958,1372,4346,4801,3712,3163,1482,2318,1780,167,0,0,81,58501,2556,61138,111733,0.5472
15,MEXICO,120,ZUMPAHUACAN,11,22,2598,4159,661,73,179,66,289,106,83,35,8,0,0,0,0,8257,330,8587,11361,0.7558
15,MEXICO,121,ZUMPANGO,44,186,12619,19178,5563,929,2572,1895,4978,4403,1380,2691,225,376,0,0,36,56809,1930,58775,121398,0.4842
15,MEXICO,122,VALLE DE CHALCO SOLIDARIDAD,115,391,3523,24392,28968,2836,1420,16074,2716,26109,0,5412,843,693,0,0,119,112986,5310,118415,247881,0.4777
15,MEXICO,123,LUVIANOS,27,47,3494,5687,4959,63,69,54,109,131,24,39,2,35,0,0,1,14666,585,15252,21466,0.7105
15,MEXICO,124,SAN JOSE DEL RINCON,43,105,12743,12428,1747,394,440,404,705,533,178,299,356,183,0,0,15,30410,1509,31934,59089,0.5404
15,MEXICO,125,TONANITLA,3,11,698,1174,217,66,861,309,56,497,30,559,17,10,0,0,0,4494,135,4629,7194,0.6435