MUNICIPIO,SECCION,TIPO CASILLA,Lista Nominal,PAN,PRI,PRD-PT-PC,PVEM,PNA,Alternativa,CC,NoRegistrados,Nulos
CUERNAVACA,317,BASICA,644,156,95,102,8,8,3,0,0,18
CUERNAVACA,317,CONTIGUA 1,644,173,112,109,14,12,6,0,0,7
CUERNAVACA,317,CONTIGUA 2,645,129,84,95,13,14,5,0,1,22
CUERNAVACA,318,BASICA,505,108,75,73,11,8,2,0,2,9
CUERNAVACA,318,CONTIGUA 1,505,99,90,67,12,8,4,0,2,14
CUERNAVACA,318,CONTIGUA 2,505,98,77,73,6,25,3,0,0,12
CUERNAVACA,319,BASICA,465,138,71,98,4,8,5,0,0,6
CUERNAVACA,320,BASICA,676,163,103,115,13,9,9,0,1,7
CUERNAVACA,320,CONTIGUA 1,677,190,96,119,10,11,7,0,0,13
CUERNAVACA,320,CONTIGUA 2,677,179,104,108,8,19,4,0,0,17
CUERNAVACA,321,BASICA,586,151,78,128,4,6,5,0,0,9
CUERNAVACA,321,CONTIGUA 1,586,148,68,137,3,14,5,0,0,6
CUERNAVACA,322,BASICA,620,179,90,119,13,12,7,0,1,4
CUERNAVACA,322,CONTIGUA 1,620,183,86,109,14,14,11,0,1,5
CUERNAVACA,323,BASICA,583,126,70,102,12,9,3,0,1,6
CUERNAVACA,324,BASICA,572,147,91,80,9,7,4,0,0,6
CUERNAVACA,324,CONTIGUA 1,572,155,90,75,13,8,5,0,1,10
CUERNAVACA,325,BASICA,446,128,58,68,17,2,7,0,0,5
CUERNAVACA,326,BASICA,315,76,50,46,5,7,7,0,0,7
CUERNAVACA,327,BASICA,548,169,69,106,7,6,3,0,0,3
CUERNAVACA,327,CONTIGUA 1,548,184,74,92,18,10,5,0,1,2
CUERNAVACA,328,BASICA,466,140,72,68,7,11,6,0,1,8
CUERNAVACA,328,CONTIGUA 1,466,154,72,77,7,9,3,0,0,9
CUERNAVACA,329,BASICA,704,286,99,71,10,9,9,0,1,5
CUERNAVACA,330,BASICA,504,180,56,87,18,11,2,0,0,2
CUERNAVACA,330,CONTIGUA 1,505,172,60,86,5,13,7,0,0,6
CUERNAVACA,331,BASICA,451,128,69,98,14,8,2,0,0,3
CUERNAVACA,331,CONTIGUA 1,452,128,59,93,14,3,1,0,0,6
CUERNAVACA,332,BASICA,529,111,99,96,6,9,3,0,0,7
CUERNAVACA,332,CONTIGUA 1,529,126,86,103,8,4,1,0,0,9
CUERNAVACA,332,CONTIGUA 2,530,107,76,119,9,9,3,0,0,5
CUERNAVACA,333,BASICA,637,179,96,100,12,8,7,0,0,10
CUERNAVACA,333,CONTIGUA 1,638,148,98,118,17,4,2,0,0,8
CUERNAVACA,333,CONTIGUA 2,638,150,92,122,13,5,1,0,1,8
CUERNAVACA,334,BASICA,594,129,90,133,5,10,6,0,0,6
CUERNAVACA,334,CONTIGUA 1,595,153,67,113,4,12,3,0,1,6
CUERNAVACA,334,CONTIGUA 2,595,128,84,135,6,6,0,0,0,0
CUERNAVACA,335,BASICA,582,171,65,115,9,10,1,0,0,9
CUERNAVACA,335,CONTIGUA 1,583,119,66,128,10,8,4,0,0,10
CUERNAVACA,335,CONTIGUA 2,583,131,75,132,7,11,3,0,0,9
CUERNAVACA,336,BASICA,631,,,,,,,,,
CUERNAVACA,336,CONTIGUA 1,632,149,71,128,12,8,0,0,1,4
CUERNAVACA,337,BASICA,529,132,60,111,6,4,3,0,0,6
CUERNAVACA,337,CONTIGUA 1,530,117,59,133,5,7,3,0,0,6
CUERNAVACA,338,BASICA,685,198,114,89,13,10,4,0,1,9
CUERNAVACA,338,CONTIGUA 1,685,175,127,112,14,14,5,0,0,7
CUERNAVACA,339,BASICA,629,119,65,135,5,15,7,0,3,3
CUERNAVACA,339,CONTIGUA 1,630,132,55,111,17,14,4,0,1,7
CUERNAVACA,340,BASICA,698,181,98,119,9,14,10,0,2,3
CUERNAVACA,340,CONTIGUA 1,699,147,90,140,14,8,5,0,0,10
CUERNAVACA,340,CONTIGUA 2,699,151,99,134,17,5,3,0,0,15
CUERNAVACA,341,BASICA,694,252,92,112,16,4,7,0,0,8
CUERNAVACA,342,BASICA,472,187,53,60,8,7,4,0,2,5
CUERNAVACA,342,CONTIGUA 1,473,174,54,74,11,11,4,0,2,3
CUERNAVACA,343,BASICA,489,167,54,84,8,11,3,0,0,3
CUERNAVACA,343,CONTIGUA 1,490,157,66,88,15,10,10,0,1,2
CUERNAVACA,344,BASICA,505,137,92,86,13,9,2,0,0,5
CUERNAVACA,344,CONTIGUA 1,506,158,63,95,7,7,2,0,0,11
CUERNAVACA,344,CONTIGUA 2,506,160,76,83,10,8,5,0,0,6
CUERNAVACA,345,BASICA,596,178,106,85,11,9,2,0,2,10
CUERNAVACA,346,BASICA,734,186,108,123,16,20,4,0,1,3
CUERNAVACA,347,BASICA,548,,,,,,,,,
CUERNAVACA,348,BASICA,686,144,102,119,14,9,2,0,0,8
CUERNAVACA,348,CONTIGUA 1,686,158,106,96,10,17,0,0,0,10
CUERNAVACA,349,BASICA,648,159,113,104,12,12,2,0,0,9
CUERNAVACA,349,CONTIGUA 1,648,158,83,134,8,6,4,0,0,14
CUERNAVACA,350,BASICA,716,187,151,123,16,10,6,0,0,8
CUERNAVACA,350,CONTIGUA 1,716,188,153,117,9,12,4,0,1,12
CUERNAVACA,351,BASICA,635,168,87,148,11,12,1,0,2,9
CUERNAVACA,352,BASICA,393,97,41,83,7,7,1,0,2,3
CUERNAVACA,352,CONTIGUA 1,394,98,62,54,3,1,2,0,0,8
CUERNAVACA,353,BASICA,459,107,75,89,7,5,6,0,0,4
CUERNAVACA,353,CONTIGUA 1,460,108,67,73,5,11,6,0,0,4
CUERNAVACA,354,BASICA,603,205,54,92,9,13,12,0,0,4
CUERNAVACA,354,CONTIGUA 1,604,224,55,89,17,11,2,0,0,1
CUERNAVACA,355,BASICA,608,165,94,102,13,115,8,0,0,10
CUERNAVACA,355,CONTIGUA 1,608,179,89,102,15,12,1,0,1,2
CUERNAVACA,355,CONTIGUA 2,609,154,80,110,15,23,8,0,0,15
CUERNAVACA,356,BASICA,618,158,129,133,25,20,5,0,0,4
CUERNAVACA,356,CONTIGUA 1,619,161,123,131,15,28,1,0,0,4
CUERNAVACA,357,BASICA,435,168,48,71,11,13,5,0,0,7
CUERNAVACA,357,CONTIGUA 1,436,155,41,74,10,10,2,0,0,3
CUERNAVACA,358,BASICA,498,138,85,86,25,10,5,0,0,4
CUERNAVACA,359,BASICA,576,144,83,89,8,4,3,0,0,6
CUERNAVACA,359,CONTIGUA 1,576,171,76,109,12,5,4,0,0,6
CUERNAVACA,360,BASICA,712,126,129,138,8,10,1,0,1,7
CUERNAVACA,360,CONTIGUA 1,712,123,108,183,12,9,4,0,0,8
CUERNAVACA,361,BASICA,542,181,62,83,14,5,3,0,0,6
CUERNAVACA,361,CONTIGUA 1,542,181,78,71,4,6,5,0,0,9
CUERNAVACA,362,BASICA,598,170,78,118,7,7,6,0,0,4
CUERNAVACA,363,BASICA,399,100,50,54,7,15,4,0,0,1
CUERNAVACA,363,CONTIGUA 1,400,99,45,65,3,11,0,0,0,2
CUERNAVACA,364,BASICA,684,140,126,87,7,7,4,0,0,17
CUERNAVACA,364,CONTIGUA 1,685,141,126,116,11,9,7,0,0,15
CUERNAVACA,365,BASICA,593,97,104,58,14,11,2,0,0,17
CUERNAVACA,365,CONTIGUA 1,593,108,109,52,12,6,2,0,0,16
CUERNAVACA,365,CONTIGUA 2,594,95,125,80,8,6,1,0,0,13
CUERNAVACA,366,BASICA,705,136,110,129,14,6,0,0,0,8
CUERNAVACA,366,CONTIGUA 1,705,140,107,152,13,6,4,0,0,10
CUERNAVACA,367,BASICA,510,107,80,69,5,17,4,0,0,13
CUERNAVACA,367,CONTIGUA 1,510,89,97,92,14,6,2,0,1,10
CUERNAVACA,367,CONTIGUA 2,510,95,76,88,10,8,3,0,1,7
CUERNAVACA,368,BASICA,547,163,65,96,7,6,8,0,0,7
CUERNAVACA,368,CONTIGUA 1,548,178,58,77,16,11,3,0,0,9
CUERNAVACA,369,BASICA,641,188,86,109,16,11,6,0,0,0
CUERNAVACA,369,CONTIGUA 1,641,179,86,110,9,13,7,0,0,10
CUERNAVACA,370,BASICA,596,139,67,105,14,7,0,0,1,6
CUERNAVACA,370,CONTIGUA 1,597,,,,,,,,,
CUERNAVACA,370,CONTIGUA 2,597,166,65,108,18,15,3,0,0,8
CUERNAVACA,371,BASICA,562,177,59,93,11,6,13,0,0,5
CUERNAVACA,371,CONTIGUA 1,562,167,59,98,5,10,8,0,0,6
CUERNAVACA,372,BASICA,484,165,73,76,3,5,5,0,1,5
CUERNAVACA,372,CONTIGUA 1,485,168,76,83,5,8,4,0,0,4
CUERNAVACA,373,BASICA,547,109,66,95,7,6,4,0,0,9
CUERNAVACA,373,CONTIGUA 1,548,78,76,109,9,3,0,0,3,6
CUERNAVACA,373,CONTIGUA 2,548,94,80,94,6,6,0,0,0,14
CUERNAVACA,374,BASICA,527,92,57,142,12,6,1,0,2,4
CUERNAVACA,374,CONTIGUA 1,527,84,67,117,11,8,8,0,0,11
CUERNAVACA,375,BASICA,677,151,119,86,17,10,5,0,2,3
CUERNAVACA,375,CONTIGUA 1,677,149,90,103,12,8,4,0,1,12
CUERNAVACA,375,CONTIGUA 2,677,151,88,76,10,5,3,0,0,5
CUERNAVACA,375,CONTIGUA 3,677,137,104,116,6,10,3,0,0,15
CUERNAVACA,376,BASICA,717,220,101,137,22,5,5,0,0,8
CUERNAVACA,377,BASICA,415,124,55,68,9,7,7,0,0,5
CUERNAVACA,377,CONTIGUA 1,416,127,68,67,8,3,3,0,0,7
CUERNAVACA,378,BASICA,564,156,96,118,3,4,3,0,0,11
CUERNAVACA,378,CONTIGUA 1,564,,,,,,,,,
CUERNAVACA,379,BASICA,594,169,87,95,14,12,4,0,0,9
CUERNAVACA,379,CONTIGUA 1,595,156,95,82,14,6,2,0,0,16
CUERNAVACA,380,BASICA,621,238,62,55,22,9,6,0,0,4
CUERNAVACA,381,BASICA,675,239,60,104,21,12,5,0,0,5
CUERNAVACA,382,BASICA,720,205,107,104,12,10,9,0,0,11
CUERNAVACA,382,CONTIGUA 1,721,210,98,100,15,10,6,0,1,8
CUERNAVACA,382,CONTIGUA 2,721,195,104,123,13,17,7,0,0,12
CUERNAVACA,383,BASICA,568,135,78,92,13,14,2,0,0,5
CUERNAVACA,383,CONTIGUA 1,568,143,77,91,9,10,11,0,0,8
CUERNAVACA,383,CONTIGUA 2,568,155,81,112,8,5,4,0,0,3
CUERNAVACA,384,BASICA,568,177,72,87,12,12,8,0,0,9
CUERNAVACA,384,CONTIGUA 1,568,199,64,75,21,7,6,0,0,7
CUERNAVACA,385,BASICA,743,184,128,123,7,9,4,0,1,6
CUERNAVACA,385,CONTIGUA 1,743,182,118,114,6,11,3,0,0,13
CUERNAVACA,385,CONTIGUA 2,744,181,129,131,11,8,3,0,0,13
CUERNAVACA,386,BASICA,618,151,125,86,11,12,6,0,0,6
CUERNAVACA,386,CONTIGUA 1,618,197,83,86,9,7,3,0,0,5
CUERNAVACA,386,CONTIGUA 2,618,172,93,83,4,10,8,0,0,12
CUERNAVACA,387,BASICA,726,141,87,114,8,10,6,0,3,12
CUERNAVACA,387,CONTIGUA 1,726,159,83,88,12,4,2,0,0,19
CUERNAVACA,387,CONTIGUA 2,727,124,72,117,9,12,2,0,4,7
CUERNAVACA,388,BASICA,658,122,95,102,8,4,0,0,4,9
CUERNAVACA,388,CONTIGUA 1,658,124,65,112,8,8,0,0,2,10
CUERNAVACA,388,CONTIGUA 2,658,119,78,90,9,5,3,0,0,6
CUERNAVACA,388,CONTIGUA 3,658,125,70,86,10,12,5,0,5,10
CUERNAVACA,389,BASICA,666,275,44,55,10,10,2,0,0,11
CUERNAVACA,390,BASICA,408,66,61,65,9,4,2,0,0,5
CUERNAVACA,390,CONTIGUA 1,409,58,64,55,8,6,7,0,0,1
CUERNAVACA,612,BASICA,648,137,129,77,18,10,1,0,1,23
CUERNAVACA,612,CONTIGUA 1,649,133,95,108,12,8,3,0,0,14
CUERNAVACA,907,BASICA,451,96,48,83,13,5,2,0,2,6
EMILIANO ZAPATA,391,BASICA,703,81,193,93,8,3,6,0,0,15
EMILIANO ZAPATA,391,CONTIGUA 1,704,89,170,91,9,3,2,0,0,13
EMILIANO ZAPATA,391,CONTIGUA 2,704,87,202,97,9,6,3,0,0,14
EMILIANO ZAPATA,392,BASICA,690,86,152,73,2,3,0,0,5,11
EMILIANO ZAPATA,392,CONTIGUA 1,690,94,196,55,3,1,1,0,0,12
EMILIANO ZAPATA,393,BASICA,646,130,133,66,8,7,1,0,0,7
EMILIANO ZAPATA,393,CONTIGUA 1,646,140,120,71,7,6,4,0,0,5
EMILIANO ZAPATA,393,CONTIGUA 2,646,154,137,72,5,11,1,0,0,7
EMILIANO ZAPATA,394,BASICA,546,81,134,47,1,2,0,0,0,18
EMILIANO ZAPATA,394,CONTIGUA 1,546,57,167,59,2,1,1,0,1,14
EMILIANO ZAPATA,394,CONTIGUA 2,547,71,148,59,2,1,1,0,1,16
EMILIANO ZAPATA,395,BASICA,586,73,135,95,5,3,0,0,0,19
EMILIANO ZAPATA,395,CONTIGUA 1,586,70,125,88,7,4,0,0,12,12
EMILIANO ZAPATA,396,BASICA,693,92,225,80,6,2,0,0,0,14
EMILIANO ZAPATA,396,CONTIGUA 1,694,98,194,65,6,9,1,0,0,0
EMILIANO ZAPATA,396,CONTIGUA 2,694,83,202,90,6,5,0,0,0,16
EMILIANO ZAPATA,396,CONTIGUA 3,694,87,208,72,3,6,1,0,0,17
EMILIANO ZAPATA,397,BASICA,531,64,187,51,1,1,1,0,1,15
EMILIANO ZAPATA,397,CONTIGUA 1,531,64,179,36,2,2,2,0,0,6
EMILIANO ZAPATA,397,CONTIGUA 2,532,54,201,40,1,2,0,0,0,9
EMILIANO ZAPATA,398,BASICA,729,140,218,84,3,6,2,0,0,14
EMILIANO ZAPATA,398,CONTIGUA 1,729,125,206,114,2,5,2,0,1,11
EMILIANO ZAPATA,399,BASICA,599,99,169,64,3,2,0,0,1,8
EMILIANO ZAPATA,399,CONTIGUA 1,599,101,170,56,2,1,1,0,1,16
EMILIANO ZAPATA,399,CONTIGUA 2,599,110,159,64,3,2,2,0,0,13
EMILIANO ZAPATA,400,BASICA,581,123,207,45,2,2,0,0,0,9
EMILIANO ZAPATA,400,CONTIGUA 1,581,119,203,44,3,0,0,0,0,10
EMILIANO ZAPATA,400,CONTIGUA 2,581,112,196,32,1,5,0,0,0,10
EMILIANO ZAPATA,401,BASICA,622,78,251,47,2,1,1,0,1,13
EMILIANO ZAPATA,401,CONTIGUA 1,622,105,212,55,2,1,0,0,0,14
EMILIANO ZAPATA,402,BASICA,581,97,169,56,4,2,3,0,0,19
EMILIANO ZAPATA,402,CONTIGUA 1,581,109,190,46,0,4,1,0,0,0
EMILIANO ZAPATA,402,CONTIGUA 2,581,82,194,51,1,2,0,0,0,9
EMILIANO ZAPATA,402,CONTIGUA 3,582,114,155,55,8,3,0,0,0,17
EMILIANO ZAPATA,403,BASICA,562,143,118,39,2,4,1,0,0,12
EMILIANO ZAPATA,403,CONTIGUA 1,562,155,125,48,5,7,3,0,0,5
EMILIANO ZAPATA,403,CONTIGUA 2,562,112,123,52,4,5,1,0,0,7
EMILIANO ZAPATA,404,BASICA,522,136,105,76,11,14,1,0,1,4
EMILIANO ZAPATA,404,CONTIGUA 1,522,111,102,94,11,7,1,0,0,6
EMILIANO ZAPATA,404,CONTIGUA 2,522,109,102,74,15,24,0,0,0,7
EMILIANO ZAPATA,405,BASICA,508,99,113,75,6,7,4,0,1,7
EMILIANO ZAPATA,405,CONTIGUA 1,509,127,95,79,11,8,1,0,0,8
EMILIANO ZAPATA,406,BASICA,695,120,155,91,5,11,1,0,0,5
EMILIANO ZAPATA,406,CONTIGUA 1,695,115,129,100,7,7,1,0,3,8
EMILIANO ZAPATA,406,CONTIGUA 2,695,110,154,91,8,5,3,0,3,13
EMILIANO ZAPATA,406,CONTIGUA 3,695,125,131,90,6,6,3,0,0,13
EMILIANO ZAPATA,406,CONTIGUA 4,696,110,154,91,4,6,2,0,1,5
EMILIANO ZAPATA,406,CONTIGUA 5,696,112,122,105,7,6,4,0,1,16
EMILIANO ZAPATA,407,BASICA,618,94,138,110,3,17,0,0,0,10
EMILIANO ZAPATA,407,CONTIGUA 1,618,95,129,122,7,8,2,0,0,9
EMILIANO ZAPATA,407,CONTIGUA 2,619,108,119,109,6,8,1,0,0,7
EMILIANO ZAPATA,408,BASICA,699,149,159,64,2,3,1,0,0,13
EMILIANO ZAPATA,408,CONTIGUA 1,700,149,174,45,6,4,0,0,0,15
EMILIANO ZAPATA,409,BASICA,533,120,133,63,2,5,1,0,0,12
EMILIANO ZAPATA,409,CONTIGUA 1,533,134,143,54,5,8,1,0,0,8
EMILIANO ZAPATA,409,CONTIGUA 2,533,107,135,75,5,11,1,0,0,0
EMILIANO ZAPATA,410,BASICA,608,153,145,63,3,6,1,0,0,13
EMILIANO ZAPATA,410,CONTIGUA 1,609,137,175,61,6,5,0,0,0,17
EMILIANO ZAPATA,410,CONTIGUA 2,609,149,176,49,1,5,1,0,0,17
EMILIANO ZAPATA,411,BASICA,670,179,175,71,6,4,3,0,0,5
EMILIANO ZAPATA,411,CONTIGUA 1,670,176,143,65,8,5,3,0,1,8
EMILIANO ZAPATA,411,CONTIGUA 2,671,203,129,70,10,12,1,0,1,2
EMILIANO ZAPATA,411,CONTIGUA 3,671,177,140,63,4,4,2,0,0,15
HUITZILAC,412,BASICA,650,86,59,317,0,0,1,0,0,12
HUITZILAC,412,CONTIGUA 1,651,135,74,265,0,1,0,0,0,20
HUITZILAC,413,BASICA,576,76,61,282,0,0,0,0,0,15
HUITZILAC,413,CONTIGUA 1,576,89,62,254,0,0,0,0,0,10
HUITZILAC,414,BASICA,494,76,62,207,0,0,0,0,0,0
HUITZILAC,414,CONTIGUA 1,494,69,52,233,3,1,2,0,0,10
HUITZILAC,415,BASICA,121,15,12,62,0,0,0,0,0,3
HUITZILAC,416,BASICA,680,132,47,304,0,0,0,0,0,11
HUITZILAC,416,CONTIGUA 1,680,102,81,301,0,0,1,0,3,7
HUITZILAC,417,BASICA,537,108,48,255,0,0,0,0,0,11
HUITZILAC,417,CONTIGUA 1,538,71,54,237,2,2,1,0,0,0
HUITZILAC,417,CONTIGUA 2,538,118,75,190,0,0,2,0,0,13
HUITZILAC,418,BASICA,490,62,100,184,0,1,0,0,0,8
HUITZILAC,418,CONTIGUA 1,491,69,109,153,4,3,1,0,0,12
HUITZILAC,419,BASICA,561,103,152,123,5,6,3,0,0,35
HUITZILAC,419,CONTIGUA 1,562,117,117,144,6,5,3,0,1,40
HUITZILAC,420,BASICA,590,132,79,176,0,0,0,0,0,34
HUITZILAC,421,BASICA,452,81,74,129,3,2,3,0,0,14
HUITZILAC,422,BASICA,509,124,96,135,0,4,5,0,0,11
JANTETELCO,423,BASICA,557,73,215,36,0,30,0,0,0,12
JANTETELCO,423,CONTIGUA 1,558,62,214,30,1,23,1,0,1,11
JANTETELCO,424,BASICA,484,64,204,37,0,12,1,0,0,11
JANTETELCO,424,CONTIGUA 1,484,52,222,39,0,8,0,0,0,7
JANTETELCO,425,BASICA,533,68,156,26,0,59,0,0,0,12
JANTETELCO,425,CONTIGUA 1,534,76,186,36,0,22,1,0,0,10
JANTETELCO,426,BASICA,563,99,26,201,2,4,1,0,0,8
JANTETELCO,426,CONTIGUA 1,564,67,23,225,0,3,0,0,1,12
JANTETELCO,426,CONTIGUA 2,564,63,18,214,1,7,3,0,0,12
JANTETELCO,427,BASICA,617,100,38,238,0,5,0,0,1,13
JANTETELCO,427,CONTIGUA 1,617,68,34,242,2,7,0,0,1,20
JANTETELCO,428,BASICA,494,52,20,186,3,5,1,0,0,16
JANTETELCO,428,CONTIGUA 1,494,58,16,194,2,1,1,0,0,14
JANTETELCO,429,BASICA,509,254,17,45,0,16,0,0,0,10
JANTETELCO,429,CONTIGUA 1,510,183,21,88,1,4,0,0,0,14
JANTETELCO,429,CONTIGUA 2,510,202,11,103,0,4,0,0,0,10
JANTETELCO,430,BASICA,750,183,117,85,2,6,4,0,0,21
JANTETELCO,430,CONTIGUA 1,750,203,93,115,2,9,1,0,0,20
JIUTEPEC,431,BASICA,608,117,69,126,9,12,4,2,0,7
JIUTEPEC,431,CONTIGUA 1,609,93,56,182,7,14,3,0,7,0
JIUTEPEC,432,BASICA,611,102,101,115,11,13,6,112,1,9
JIUTEPEC,432,CONTIGUA 1,612,104,94,144,0,12,1,0,0,10
JIUTEPEC,433,BASICA,572,92,55,143,4,17,5,0,0,4
JIUTEPEC,433,CONTIGUA 1,572,115,42,152,5,6,4,1,0,0
JIUTEPEC,433,CONTIGUA 2,573,90,64,140,5,7,2,1,1,2
JIUTEPEC,434,BASICA,657,144,99,161,6,11,2,0,2,6
JIUTEPEC,434,CONTIGUA 1,657,166,85,164,4,7,2,0,3,5
JIUTEPEC,434,CONTIGUA 2,658,132,86,148,12,6,0,0,0,4
JIUTEPEC,435,BASICA,634,146,67,132,13,14,6,2,0,8
JIUTEPEC,435,CONTIGUA 1,634,122,90,134,0,7,5,0,0,10
JIUTEPEC,435,CONTIGUA 2,634,120,80,120,8,9,4,3,1,13
JIUTEPEC,436,BASICA,639,113,51,137,6,14,6,0,0,17
JIUTEPEC,436,CONTIGUA 1,640,106,109,126,11,14,3,2,0,4
JIUTEPEC,436,CONTIGUA 2,640,124,78,130,6,12,6,2,0,8
JIUTEPEC,436,CONTIGUA 3,640,135,60,142,9,12,1,0,0,7
JIUTEPEC,437,BASICA,690,137,88,160,5,9,6,0,1,6
JIUTEPEC,437,CONTIGUA 1,691,134,74,135,8,8,2,3,0,19
JIUTEPEC,437,CONTIGUA 2,691,112,87,164,5,11,5,4,1,4
JIUTEPEC,438,BASICA,677,124,63,168,18,9,8,0,0,14
JIUTEPEC,438,CONTIGUA 1,677,150,76,161,10,8,8,0,0,3
JIUTEPEC,438,CONTIGUA 2,678,157,78,165,9,9,11,0,0,10
JIUTEPEC,439,BASICA,575,127,73,130,0,10,1,0,0,6
JIUTEPEC,439,CONTIGUA 1,575,112,67,138,7,5,3,0,0,10
JIUTEPEC,439,CONTIGUA 2,575,117,71,105,7,11,4,0,0,4
JIUTEPEC,440,BASICA,485,135,67,127,7,7,3,1,0,1
JIUTEPEC,440,CONTIGUA 1,485,138,68,133,0,13,7,0,1,3
JIUTEPEC,441,BASICA,612,202,37,177,7,17,8,1,2,4
JIUTEPEC,441,CONTIGUA 1,612,197,49,150,12,29,7,1,0,3
JIUTEPEC,442,BASICA,424,122,40,107,7,11,4,0,0,5
JIUTEPEC,442,CONTIGUA 1,425,123,40,123,4,3,6,0,0,0
JIUTEPEC,443,BASICA,522,181,62,136,10,6,4,0,0,7
JIUTEPEC,443,CONTIGUA 1,522,174,39,130,8,9,5,0,0,4
JIUTEPEC,444,BASICA,733,203,55,196,8,15,3,0,0,11
JIUTEPEC,444,CONTIGUA 1,733,190,61,194,8,13,3,0,0,17
JIUTEPEC,445,BASICA,692,123,57,171,10,6,5,0,2,14
JIUTEPEC,445,CONTIGUA 1,693,132,58,167,13,15,4,0,1,7
JIUTEPEC,445,CONTIGUA 2,693,124,81,153,5,8,3,0,1,4
JIUTEPEC,446,BASICA,425,103,48,123,8,9,9,0,1,3
JIUTEPEC,446,CONTIGUA 1,425,112,42,103,4,7,1,0,0,2
JIUTEPEC,447,BASICA,434,123,41,121,12,15,4,1,0,2
JIUTEPEC,447,CONTIGUA 1,435,122,32,135,12,11,6,0,0,3
JIUTEPEC,448,BASICA,718,143,61,182,13,15,6,2,0,7
JIUTEPEC,448,CONTIGUA 1,719,186,63,145,11,14,6,74,1,12
JIUTEPEC,448,CONTIGUA 2,719,163,46,155,11,21,13,1,0,6
JIUTEPEC,449,BASICA,723,143,61,181,4,14,12,2,1,10
JIUTEPEC,449,CONTIGUA 1,723,138,46,174,4,18,8,0,2,5
JIUTEPEC,449,CONTIGUA 2,723,135,51,162,14,10,11,0,2,2
JIUTEPEC,449,CONTIGUA 3,724,163,63,169,8,18,5,0,0,4
JIUTEPEC,449,CONTIGUA 4,724,156,48,173,0,16,16,0,0,8
JIUTEPEC,450,BASICA,712,146,53,195,0,11,11,0,0,7
JIUTEPEC,450,CONTIGUA 1,713,186,48,208,0,12,11,0,1,3
JIUTEPEC,450,CONTIGUA 2,713,162,55,170,6,11,8,0,0,0
JIUTEPEC,451,BASICA,572,179,37,159,7,3,4,1,2,2
JIUTEPEC,451,CONTIGUA 1,573,175,53,158,0,10,3,0,0,8
JIUTEPEC,452,BASICA,590,207,54,159,11,15,4,0,2,1
JIUTEPEC,452,CONTIGUA 1,590,190,60,148,9,11,5,0,1,1
JIUTEPEC,453,BASICA,664,152,61,162,9,11,4,0,1,9
JIUTEPEC,453,CONTIGUA 1,665,157,53,145,0,9,9,0,0,9
JIUTEPEC,453,CONTIGUA 2,665,164,54,151,0,5,6,0,1,6
JIUTEPEC,453,CONTIGUA 3,665,151,55,129,4,9,3,0,0,8
JIUTEPEC,454,BASICA,647,130,46,145,10,4,4,2,1,7
JIUTEPEC,454,CONTIGUA 1,648,108,59,162,4,8,4,3,0,12
JIUTEPEC,454,CONTIGUA 2,648,93,58,158,1,9,2,3,1,10
JIUTEPEC,454,CONTIGUA 3,648,111,51,177,0,10,4,51,0,7
JIUTEPEC,455,BASICA,637,88,78,131,6,4,3,0,0,11
JIUTEPEC,455,CONTIGUA 1,637,78,92,159,10,9,6,8,0,10
JIUTEPEC,455,CONTIGUA 2,637,81,95,127,4,7,1,0,4,4
JIUTEPEC,455,CONTIGUA 3,637,90,79,142,7,7,3,1,1,2
JIUTEPEC,455,CONTIGUA 4,638,97,60,143,3,6,7,2,0,9
JIUTEPEC,455,CONTIGUA 5,638,84,84,130,0,9,2,0,0,7
JIUTEPEC,456,BASICA,637,107,63,186,0,8,4,0,2,20
JIUTEPEC,456,CONTIGUA 1,637,108,50,176,4,5,2,0,1,10
JIUTEPEC,456,CONTIGUA 2,637,88,50,174,0,4,3,0,0,12
