MUNICIPIO,SECCION,TIPO CASILLA,Lista Nominal,PAN,PRI,PRD-PT-PC,PVEM,PNA,Alternativa,CC,NoRegistrados,Nulos
JIUTEPEC,457,BASICA,717,123,34,247,0,7,3,0,0,9
JIUTEPEC,457,CONTIGUA 1,717,104,37,246,0,4,1,7,0,6
JIUTEPEC,457,CONTIGUA 2,718,107,40,235,1,6,4,0,1,6
JIUTEPEC,458,BASICA,507,51,32,165,1,5,0,0,0,16
JIUTEPEC,458,CONTIGUA 1,508,52,29,184,3,5,3,0,0,10
JIUTEPEC,458,CONTIGUA 2,508,80,32,169,6,6,1,0,0,6
JIUTEPEC,459,BASICA,667,95,59,213,6,4,0,1,0,6
JIUTEPEC,459,CONTIGUA 1,667,86,90,194,7,8,2,0,0,3
JIUTEPEC,460,BASICA,410,106,47,103,3,8,2,0,0,2
JIUTEPEC,460,CONTIGUA 1,410,105,33,92,7,4,2,0,1,0
JIUTEPEC,461,BASICA,489,144,49,86,10,19,7,0,3,6
JIUTEPEC,461,CONTIGUA 1,490,116,44,106,3,7,3,1,0,7
JIUTEPEC,462,BASICA,514,128,31,155,7,7,5,0,0,2
JIUTEPEC,462,CONTIGUA 1,514,124,45,119,6,6,2,0,0,4
JIUTEPEC,463,BASICA,669,111,34,234,4,10,3,0,0,2
JIUTEPEC,463,CONTIGUA 1,670,94,43,228,3,1,2,0,0,6
JIUTEPEC,464,BASICA,636,130,27,210,5,9,2,1,0,11
JIUTEPEC,464,CONTIGUA 1,636,139,37,212,0,9,4,0,0,6
JIUTEPEC,464,CONTIGUA 2,637,129,30,223,5,18,7,0,0,8
JIUTEPEC,464,CONTIGUA 3,637,130,34,215,0,13,4,0,0,4
JIUTEPEC,465,BASICA,650,86,51,185,2,8,7,3,0,6
JIUTEPEC,465,CONTIGUA 1,650,110,69,172,6,8,4,3,0,8
JIUTEPEC,465,CONTIGUA 2,650,110,50,167,6,5,1,2,0,8
JIUTEPEC,465,CONTIGUA 3,651,89,46,200,7,4,1,0,0,9
JIUTEPEC,465,CONTIGUA 4,651,101,52,197,6,3,2,0,0,3
JIUTEPEC,465,GEOGRAFICA 1,591,147,32,154,4,8,3,0,0,5
JIUTEPEC,465,GEOGRAFICA 2,591,133,54,172,5,11,6,2,0,10
JIUTEPEC,465,GEOGRAFICA 3,591,147,41,164,8,10,4,0,0,5
JIUTEPEC,466,BASICA,402,107,25,119,5,7,4,2,0,2
JIUTEPEC,466,CONTIGUA 1,402,85,33,107,4,11,6,1,0,3
JIUTEPEC,467,BASICA,540,108,30,154,7,10,4,0,0,11
JIUTEPEC,467,CONTIGUA 1,540,115,37,171,3,12,5,0,0,8
JIUTEPEC,468,BASICA,639,169,43,161,9,10,5,0,3,2
JIUTEPEC,468,CONTIGUA 1,639,162,42,154,6,6,3,0,1,5
JIUTEPEC,468,CONTIGUA 2,640,202,37,138,10,9,5,0,1,1
JIUTEPEC,468,CONTIGUA 3,640,177,49,151,7,6,4,0,0,1
JIUTEPEC,469,BASICA,698,157,47,183,1,6,2,0,0,7
JIUTEPEC,469,CONTIGUA 1,698,142,62,157,0,8,0,0,2,9
JIUTEPEC,469,CONTIGUA 2,699,129,40,183,10,12,1,0,0,7
JIUTEPEC,470,BASICA,613,102,74,160,8,9,9,0,0,6
JIUTEPEC,470,CONTIGUA 1,613,112,56,148,3,9,6,0,0,8
JIUTEPEC,470,CONTIGUA 2,613,74,84,175,2,6,0,0,0,8
JIUTEPEC,471,BASICA,707,122,71,183,8,21,3,0,0,16
JIUTEPEC,471,CONTIGUA 1,708,128,89,128,9,18,5,0,0,16
JIUTEPEC,471,CONTIGUA 2,708,141,87,163,9,7,4,0,2,8
JIUTEPEC,472,BASICA,630,114,90,142,6,13,4,0,0,16
JIUTEPEC,472,CONTIGUA 1,631,100,96,131,7,8,4,1,1,9
JIUTEPEC,472,CONTIGUA 2,631,106,107,136,6,15,4,1,0,8
JIUTEPEC,472,CONTIGUA 3,631,110,78,125,11,18,5,1,0,8
JIUTEPEC,473,BASICA,615,172,42,133,6,9,4,0,0,4
JIUTEPEC,473,CONTIGUA 1,616,200,39,126,5,14,8,0,3,3
JIUTEPEC,474,BASICA,646,153,60,187,10,9,26,0,0,7
JIUTEPEC,474,CONTIGUA 1,646,154,53,191,5,9,19,2,0,8
JIUTEPEC,475,BASICA,487,125,40,122,5,2,1,0,0,3
JIUTEPEC,475,CONTIGUA 1,487,113,38,111,6,8,6,0,0,2
JIUTEPEC,476,BASICA,585,152,36,148,2,9,6,1,2,2
JIUTEPEC,476,CONTIGUA 1,585,164,23,140,6,8,4,0,0,6
JIUTEPEC,477,BASICA,582,149,25,134,10,9,2,0,1,3
JIUTEPEC,477,CONTIGUA 1,582,145,37,142,7,10,1,0,1,7
JIUTEPEC,477,CONTIGUA 2,583,132,28,187,3,8,0,0,0,5
JIUTEPEC,477,CONTIGUA 3,583,139,35,142,6,14,2,0,3,3
JIUTEPEC,477,GEOGRAFICA 1,657,192,29,158,5,15,9,0,1,2
JIUTEPEC,477,GEOGRAFICA 2,658,178,35,181,5,11,6,0,0,2
JIUTEPEC,477,GEOGRAFICA 3,658,163,38,191,2,10,4,0,1,4
JIUTEPEC,478,BASICA,510,152,52,107,2,10,2,1,0,3
JIUTEPEC,478,CONTIGUA 1,511,120,41,108,5,11,6,73,0,3
JIUTEPEC,479,BASICA,571,107,71,136,0,11,5,0,1,7
JIUTEPEC,479,CONTIGUA 1,572,126,39,143,6,8,2,1,0,1
JIUTEPEC,480,BASICA,421,103,42,86,4,9,1,0,2,5
JIUTEPEC,480,CONTIGUA 1,422,108,30,98,6,10,3,0,0,6
JIUTEPEC,481,BASICA,709,162,48,203,1,8,4,0,0,11
JIUTEPEC,481,CONTIGUA 1,710,159,42,227,2,9,3,1,2,13
JIUTEPEC,481,CONTIGUA 2,710,147,41,210,4,14,5,0,0,10
JIUTEPEC,481,CONTIGUA 3,710,162,55,230,8,11,3,0,0,8
JIUTEPEC,482,BASICA,526,105,30,205,4,2,2,1,0,7
JIUTEPEC,482,CONTIGUA 1,526,124,29,186,1,9,4,1,0,3
JIUTEPEC,482,CONTIGUA 2,527,131,38,203,0,9,6,0,0,8
JIUTEPEC,483,BASICA,575,124,42,172,1,6,8,1,3,5
JIUTEPEC,483,CONTIGUA 1,575,157,29,153,0,6,10,0,2,6
JIUTEPEC,483,CONTIGUA 2,575,142,30,162,3,5,5,1,1,3
JIUTEPEC,483,CONTIGUA 3,576,128,43,199,6,4,10,0,2,4
JIUTEPEC,484,BASICA,662,133,43,223,0,13,6,0,1,10
JIUTEPEC,484,CONTIGUA 1,662,120,37,229,2,11,4,0,0,10
JIUTEPEC,484,CONTIGUA 2,662,139,51,216,0,6,2,0,0,13
JIUTEPEC,484,CONTIGUA 3,662,131,58,198,0,11,3,0,0,7
JIUTEPEC,485,BASICA,621,70,61,203,3,4,0,0,2,0
JIUTEPEC,485,CONTIGUA 1,621,94,59,165,3,3,0,0,0,8
JIUTEPEC,485,CONTIGUA 2,621,94,55,160,7,3,3,0,0,11
JIUTEPEC,485,CONTIGUA 3,621,92,86,160,6,10,4,0,0,10
JIUTEPEC,486,BASICA,642,126,71,148,6,7,3,0,0,4
JIUTEPEC,486,CONTIGUA 1,643,95,48,162,6,9,5,1,0,10
JIUTEPEC,486,CONTIGUA 2,643,103,62,154,5,11,8,0,0,8
JIUTEPEC,486,GEOGRAFICA 1,637,131,48,183,0,6,5,0,0,10
JIUTEPEC,486,GEOGRAFICA 2,638,122,35,211,6,12,6,0,2,10
JIUTEPEC,486,GEOGRAFICA 3,638,122,36,178,6,12,2,0,0,6
JIUTEPEC,486,GEOGRAFICA 4,638,144,25,181,13,18,4,1,2,7
JIUTEPEC,487,BASICA,605,98,78,157,0,13,3,0,0,11
JIUTEPEC,487,CONTIGUA 1,605,65,66,160,3,14,1,1,1,17
JIUTEPEC,487,CONTIGUA 2,605,89,84,147,0,13,1,0,3,13
JIUTEPEC,487,CONTIGUA 3,605,95,75,145,4,17,6,2,3,10
JIUTEPEC,487,CONTIGUA 4,606,108,69,167,4,12,0,2,4,11
JIUTEPEC,488,BASICA,607,91,35,181,5,5,2,0,1,9
JIUTEPEC,488,CONTIGUA 1,607,120,34,165,6,16,2,0,1,1
JIUTEPEC,488,CONTIGUA 2,607,121,45,161,4,3,7,0,1,1
JIUTEPEC,488,CONTIGUA 3,607,112,45,207,4,4,2,1,1,5
JIUTEPEC,488,CONTIGUA 4,608,139,33,186,5,7,0,0,0,5
JIUTEPEC,489,BASICA,661,122,50,130,6,6,6,0,0,20
JIUTEPEC,489,CONTIGUA 1,661,110,74,132,6,8,2,0,0,12
JIUTEPEC,489,CONTIGUA 2,662,105,69,147,7,11,0,1,3,7
JIUTEPEC,489,CONTIGUA 3,662,114,80,136,0,7,1,0,0,14
JIUTEPEC,490,BASICA,468,94,41,106,2,7,4,1,1,2
JIUTEPEC,490,CONTIGUA 1,469,96,44,95,4,6,0,0,0,10
JIUTEPEC,491,BASICA,484,84,69,101,0,8,1,0,3,8
JIUTEPEC,491,CONTIGUA 1,484,102,43,85,5,9,0,0,0,11
JIUTEPEC,492,BASICA,510,114,53,90,5,13,3,0,0,10
JIUTEPEC,492,CONTIGUA 1,511,95,41,84,5,10,2,1,0,4
JIUTEPEC,493,BASICA,729,143,52,155,4,18,2,1,0,14
JIUTEPEC,493,CONTIGUA 1,729,128,51,171,7,32,4,2,2,12
JIUTEPEC,494,BASICA,465,105,44,95,3,7,3,0,0,5
JIUTEPEC,494,CONTIGUA 1,466,102,41,97,2,3,3,0,1,7
JIUTEPEC,495,BASICA,748,131,67,161,8,11,2,3,0,15
JIUTEPEC,495,CONTIGUA 1,749,131,69,181,8,12,0,2,3,12
JIUTEPEC,496,BASICA,576,124,58,172,2,2,2,0,3,8
JIUTEPEC,496,CONTIGUA 1,577,92,58,178,0,4,3,2,1,9
JIUTEPEC,496,CONTIGUA 2,577,99,36,184,7,6,5,0,4,7
JIUTEPEC,497,BASICA,684,92,71,166,4,8,0,1,1,8
JIUTEPEC,497,CONTIGUA 1,684,109,88,161,1,4,2,0,3,3
JIUTEPEC,497,CONTIGUA 2,684,66,66,156,66,7,1,0,0,5
JIUTEPEC,497,CONTIGUA 3,684,97,74,154,2,4,6,0,2,10
JIUTEPEC,498,BASICA,542,98,36,113,7,5,4,1,0,8
JIUTEPEC,498,CONTIGUA 1,543,113,41,113,0,8,6,0,0,5
JIUTEPEC,498,CONTIGUA 2,543,78,48,129,0,9,1,0,0,4
JIUTEPEC,499,BASICA,690,96,85,181,7,10,4,93,0,10
JIUTEPEC,499,CONTIGUA 1,690,109,74,159,3,4,4,1,0,15
JIUTEPEC,500,BASICA,656,192,61,163,6,17,2,0,0,6
JOJUTLA,501,BASICA,537,28,108,110,5,53,1,0,0,8
JOJUTLA,501,CONTIGUA 1,537,28,78,133,9,63,2,0,0,11
JOJUTLA,501,CONTIGUA 2,538,48,59,123,8,86,1,0,0,8
JOJUTLA,502,BASICA,464,45,73,129,7,53,1,0,0,8
JOJUTLA,502,CONTIGUA 1,464,23,66,132,6,57,0,0,0,6
JOJUTLA,503,BASICA,490,31,88,106,11,57,1,0,0,7
JOJUTLA,504,BASICA,648,49,84,154,10,62,1,0,0,12
JOJUTLA,504,CONTIGUA 1,648,42,83,170,10,54,1,0,0,11
JOJUTLA,504,CONTIGUA 2,648,30,101,140,11,61,3,0,1,6
JOJUTLA,505,BASICA,534,34,91,102,10,38,0,0,0,11
JOJUTLA,505,CONTIGUA 1,534,44,80,112,6,34,1,0,0,12
JOJUTLA,505,CONTIGUA 2,534,30,86,104,16,53,1,0,1,2
JOJUTLA,506,BASICA,725,62,88,173,45,60,2,0,0,11
JOJUTLA,507,BASICA,419,44,31,139,11,65,1,0,0,5
JOJUTLA,507,CONTIGUA 1,420,35,39,136,12,70,2,0,1,3
JOJUTLA,508,BASICA,740,60,95,183,29,87,0,0,0,8
JOJUTLA,509,BASICA,149,14,24,46,0,13,0,0,0,2
JOJUTLA,510,BASICA,455,37,51,117,9,51,0,0,0,5
JOJUTLA,510,CONTIGUA 1,455,27,50,138,7,51,1,0,0,6
JOJUTLA,511,BASICA,668,58,86,121,22,103,1,0,3,7
JOJUTLA,511,CONTIGUA 1,668,54,90,137,23,111,0,0,0,9
JOJUTLA,512,BASICA,463,28,61,95,14,50,0,0,1,7
JOJUTLA,512,CONTIGUA 1,463,35,70,108,4,39,0,0,4,4
JOJUTLA,513,BASICA,664,53,67,158,17,65,2,0,0,12
JOJUTLA,513,CONTIGUA 1,664,47,74,135,12,69,1,0,1,13
JOJUTLA,514,BASICA,452,25,55,119,8,55,0,0,0,8
JOJUTLA,514,CONTIGUA 1,453,25,56,112,8,59,1,0,1,2
JOJUTLA,515,BASICA,406,45,51,84,10,60,1,0,0,5
JOJUTLA,515,CONTIGUA 1,406,35,41,83,8,52,1,0,0,9
JOJUTLA,516,BASICA,624,30,96,165,14,56,1,0,0,5
JOJUTLA,516,CONTIGUA 1,624,52,70,167,10,47,3,0,0,13
JOJUTLA,516,CONTIGUA 2,625,32,114,159,8,47,1,0,0,5
JOJUTLA,517,BASICA,309,21,46,79,2,32,1,0,0,7
JOJUTLA,518,BASICA,534,61,81,79,13,45,3,0,0,7
JOJUTLA,518,CONTIGUA 1,534,61,93,93,13,34,1,0,0,10
JOJUTLA,519,BASICA,611,86,96,84,11,53,2,0,1,7
JOJUTLA,519,CONTIGUA 1,611,78,111,108,3,48,1,0,3,12
JOJUTLA,520,BASICA,470,52,77,108,6,27,3,0,0,14
JOJUTLA,520,CONTIGUA 1,471,53,58,109,3,18,0,0,0,12
JOJUTLA,521,BASICA,357,30,46,74,7,36,1,0,0,10
JOJUTLA,521,GEOGRAFICA 1,392,60,45,63,11,31,0,0,0,11
JOJUTLA,521,GEOGRAFICA 2,392,39,44,73,0,32,2,0,0,4
JOJUTLA,522,BASICA,390,51,52,107,9,39,1,0,0,7
JOJUTLA,522,CONTIGUA 1,391,43,48,103,17,41,1,0,0,5
JOJUTLA,523,BASICA,418,83,56,86,10,43,0,0,1,3
JOJUTLA,523,CONTIGUA 1,418,82,43,80,8,37,0,0,0,7
JOJUTLA,524,BASICA,484,64,61,111,5,48,2,0,0,9
JOJUTLA,524,CONTIGUA 1,485,37,52,118,11,54,2,0,0,4
JOJUTLA,525,BASICA,592,26,58,124,6,59,0,0,0,15
JOJUTLA,525,CONTIGUA 1,593,22,47,138,5,49,1,0,0,5
JOJUTLA,525,CONTIGUA 2,593,35,54,161,0,32,3,0,1,5
JOJUTLA,525,CONTIGUA 3,593,31,76,143,2,46,0,0,0,7
JOJUTLA,526,BASICA,532,29,90,74,10,65,1,0,1,6
JOJUTLA,526,CONTIGUA 1,532,54,65,86,5,72,1,0,0,8
JOJUTLA,526,CONTIGUA 2,533,46,68,105,13,63,2,0,0,6
JOJUTLA,527,BASICA,447,34,55,78,8,31,0,0,1,7
JOJUTLA,527,CONTIGUA 1,447,30,65,67,5,36,0,0,0,6
JOJUTLA,528,BASICA,610,35,53,98,11,55,4,0,0,8
JOJUTLA,528,CONTIGUA 1,611,34,55,111,16,50,1,0,0,16
JOJUTLA,529,BASICA,578,34,58,83,9,57,1,0,3,8
JOJUTLA,529,CONTIGUA 1,578,26,49,83,8,53,1,0,2,14
JOJUTLA,529,CONTIGUA 2,579,30,64,65,10,59,3,0,0,17
JOJUTLA,530,BASICA,660,22,97,122,14,51,1,0,1,9
JOJUTLA,530,CONTIGUA 1,660,39,92,141,9,39,1,0,0,19
JOJUTLA,530,CONTIGUA 2,661,44,83,144,12,33,1,0,1,13
JOJUTLA,531,BASICA,525,7,64,93,15,59,2,0,0,11
JOJUTLA,531,CONTIGUA 1,526,24,79,93,9,55,4,0,1,8
JOJUTLA,531,CONTIGUA 2,526,20,83,83,13,29,1,0,1,15
JOJUTLA,532,BASICA,370,25,61,38,5,42,1,0,1,3
JOJUTLA,532,GEOGRAFICA 1,527,25,110,76,4,32,1,0,0,11
JOJUTLA,533,BASICA,543,64,76,68,7,25,3,0,2,7
JOJUTLA,533,CONTIGUA 1,543,73,71,53,5,40,2,0,0,19
JOJUTLA,533,CONTIGUA 2,543,75,73,52,3,28,1,0,0,9
JOJUTLA,534,BASICA,521,92,84,69,7,47,2,0,1,6
JOJUTLA,534,CONTIGUA 1,521,81,73,88,4,28,2,0,0,8
JOJUTLA,534,CONTIGUA 2,521,93,103,60,6,29,0,0,0,7
JOJUTLA,535,BASICA,558,81,107,74,1,24,2,0,0,10
JOJUTLA,535,CONTIGUA 1,558,78,87,77,5,27,0,0,0,10
JOJUTLA,535,CONTIGUA 2,558,89,81,67,4,29,3,0,1,10
JOJUTLA,536,BASICA,388,59,70,30,5,11,0,0,2,11
JOJUTLA,536,CONTIGUA 1,389,65,67,27,3,21,1,0,0,19
JONACATEPEC,537,BASICA,393,35,54,36,67,22,39,0,0,9
JONACATEPEC,537,CONTIGUA 1,393,26,66,38,40,10,37,0,0,9
JONACATEPEC,538,BASICA,648,16,114,75,104,26,62,0,3,13
JONACATEPEC,538,CONTIGUA 1,649,24,120,92,80,33,65,0,2,9
JONACATEPEC,539,BASICA,444,31,124,32,53,29,36,0,3,10
JONACATEPEC,539,CONTIGUA 1,445,26,108,33,56,26,50,0,0,10
JONACATEPEC,540,BASICA,571,33,104,66,80,27,81,0,0,8
JONACATEPEC,540,CONTIGUA 1,572,39,125,41,79,18,71,0,1,15
JONACATEPEC,541,BASICA,464,16,78,44,65,52,40,0,0,9
JONACATEPEC,541,CONTIGUA 1,465,15,102,43,53,40,49,0,3,7
JONACATEPEC,542,BASICA,474,14,103,57,84,34,48,0,0,11
JONACATEPEC,542,CONTIGUA 1,474,19,79,65,69,37,60,0,1,9
JONACATEPEC,543,BASICA,381,16,118,21,35,21,42,0,0,16
JONACATEPEC,544,BASICA,698,36,97,65,92,17,67,0,1,30
JONACATEPEC,544,CONTIGUA 1,698,39,95,57,96,9,72,0,3,26
JONACATEPEC,545,BASICA,376,35,19,32,50,7,82,0,0,9
JONACATEPEC,545,CONTIGUA 1,376,39,25,30,56,20,41,0,1,18
JONACATEPEC,546,BASICA,679,65,50,41,97,38,84,0,0,17
JONACATEPEC,547,BASICA,460,68,25,26,47,17,53,0,0,22
JONACATEPEC,547,CONTIGUA 1,460,56,39,26,51,25,79,0,0,10
MAZATEPEC,548,BASICA,568,58,58,102,3,164,1,0,2,12
MAZATEPEC,548,CONTIGUA 1,568,80,64,86,0,146,0,0,0,15
MAZATEPEC,549,BASICA,605,110,30,84,0,198,0,0,0,11
MAZATEPEC,549,CONTIGUA 1,605,135,20,93,1,161,0,0,1,8
MAZATEPEC,550,BASICA,408,53,34,73,0,110,1,0,1,8
MAZATEPEC,550,CONTIGUA 1,409,68,23,91,0,86,0,0,0,10
MAZATEPEC,551,BASICA,505,26,32,70,0,148,0,0,0,15
MAZATEPEC,551,CONTIGUA 1,506,47,49,63,0,133,2,0,0,23
MAZATEPEC,552,BASICA,471,45,46,56,2,150,0,0,0,15
MAZATEPEC,552,GEOGRAFICA 1,373,33,93,32,1,78,2,0,0,11
MAZATEPEC,553,BASICA,401,30,40,103,0,58,0,0,0,6
MAZATEPEC,553,CONTIGUA 1,401,28,43,113,0,57,0,0,0,18
MAZATEPEC,554,BASICA,466,45,35,121,2,60,0,0,0,10
MAZATEPEC,554,CONTIGUA 1,467,68,46,126,0,49,3,0,0,9
MIACATLAN,555,BASICA,566,13,112,257,0,0,0,0,0,3
MIACATLAN,555,CONTIGUA 1,567,13,123,226,0,0,0,0,0,7
MIACATLAN,555,GEOGRAFICA 1,230,4,47,71,0,0,0,0,0,8
MIACATLAN,556,BASICA,571,15,84,242,1,1,0,0,0,14
MIACATLAN,556,CONTIGUA 1,571,25,86,238,2,1,1,0,0,11
MIACATLAN,557,BASICA,522,15,129,199,0,0,0,0,0,10
MIACATLAN,557,CONTIGUA 1,522,17,161,148,0,0,0,0,0,15
MIACATLAN,557,CONTIGUA 2,523,10,173,162,1,0,0,0,0,5
MIACATLAN,558,BASICA,681,5,117,318,0,0,0,0,0,15
MIACATLAN,558,CONTIGUA 1,681,3,140,252,0,0,0,0,0,18
MIACATLAN,559,BASICA,647,4,105,275,0,0,0,0,0,5
MIACATLAN,560,BASICA,615,8,100,261,1,1,1,0,1,9
MIACATLAN,560,CONTIGUA 1,615,10,116,240,2,1,0,0,0,9
MIACATLAN,560,CONTIGUA 2,615,11,148,200,0,1,1,0,0,11
MIACATLAN,561,BASICA,419,16,121,143,0,1,0,0,0,11
MIACATLAN,561,CONTIGUA 1,419,26,85,169,3,0,1,0,0,13
MIACATLAN,561,GEOGRAFICA 1,120,15,24,53,0,0,0,0,0,0
MIACATLAN,562,BASICA,500,19,114,189,0,0,0,0,0,6
MIACATLAN,562,CONTIGUA 1,501,16,109,186,2,0,1,0,0,10
MIACATLAN,563,BASICA,402,17,81,130,0,0,0,0,0,8
MIACATLAN,563,CONTIGUA 1,402,29,82,143,1,1,0,0,0,5
MIACATLAN,564,BASICA,544,29,86,148,0,0,0,0,0,24
MIACATLAN,564,CONTIGUA 1,544,35,89,177,0,0,0,0,0,18
MIACATLAN,564,CONTIGUA 2,544,30,103,157,0,0,0,0,0,10
MIACATLAN,565,BASICA,637,26,115,150,4,1,1,0,3,19
MIACATLAN,565,CONTIGUA 1,637,31,134,145,1,2,0,0,2,10
MIACATLAN,565,CONTIGUA 2,638,18,123,173,1,0,2,0,0,13
MIACATLAN,566,BASICA,443,14,127,111,1,1,0,0,0,11
MIACATLAN,567,BASICA,523,31,103,152,2,1,0,0,0,11
MIACATLAN,567,CONTIGUA 1,524,22,107,171,2,0,0,0,1,10
MIACATLAN,568,BASICA,662,21,193,130,0,0,0,0,0,21
MIACATLAN,568,CONTIGUA 1,662,12,162,158,0,0,0,0,0,19
OCUITUCO,569,BASICA,534,195,92,62,2,1,18,0,1,13
OCUITUCO,569,CONTIGUA 1,534,198,109,55,1,0,12,0,2,12
OCUITUCO,569,CONTIGUA 2,534,206,109,53,1,2,14,0,0,0
OCUITUCO,570,BASICA,380,130,72,52,0,0,15,0,0,7
OCUITUCO,570,CONTIGUA 1,380,129,57,60,2,2,7,0,0,9
OCUITUCO,571,BASICA,396,155,57,50,0,0,10,0,0,4
OCUITUCO,571,CONTIGUA 1,397,157,66,39,3,1,13,0,0,4
OCUITUCO,572,BASICA,506,126,35,69,2,1,90,0,0,5
OCUITUCO,572,CONTIGUA 1,506,132,64,65,3,0,54,0,0,14
OCUITUCO,573,BASICA,395,82,28,40,1,3,36,0,2,11
OCUITUCO,573,CONTIGUA 1,396,74,36,53,3,2,55,0,0,12
OCUITUCO,574,BASICA,632,139,44,137,2,6,133,0,1,15
OCUITUCO,575,BASICA,509,49,10,23,2,3,173,0,1,18
OCUITUCO,575,CONTIGUA 1,510,46,12,37,2,2,177,0,1,16
OCUITUCO,575,CONTIGUA 2,510,66,7,34,0,0,186,0,0,18
OCUITUCO,576,BASICA,652,90,29,56,2,9,152,0,3,17
OCUITUCO,576,CONTIGUA 1,652,85,17,24,2,0,196,0,2,20
OCUITUCO,577,BASICA,564,109,66,154,8,2,69,0,0,5
OCUITUCO,578,BASICA,679,90,32,246,5,0,19,0,0,5
OCUITUCO,578,CONTIGUA 1,680,114,29,271,3,3,19,0,0,14
PUENTE DE IXTLA,579,BASICA,543,71,56,117,2,30,8,0,,
PUENTE DE IXTLA,579,CONTIGUA 1,544,58,52,111,3,48,8,0,0,21
PUENTE DE IXTLA,580,BASICA,594,61,34,107,0,68,16,0,,
PUENTE DE IXTLA,580,CONTIGUA 1,594,67,47,103,6,85,16,,0,11
PUENTE DE IXTLA,580,CONTIGUA 2,595,79,50,110,4,76,13,0,0,13
PUENTE DE IXTLA,581,BASICA,546,75,33,104,2,62,9,0,0,21
PUENTE DE IXTLA,581,CONTIGUA 1,546,79,55,106,1,50,16,1,0,7
PUENTE DE IXTLA,582,BASICA,497,51,61,127,0,49,12,1,,
PUENTE DE IXTLA,582,CONTIGUA 1,498,72,54,133,0,56,8,3,,
PUENTE DE IXTLA,583,BASICA,581,111,52,129,0,56,12,1,0,7
PUENTE DE IXTLA,583,CONTIGUA 1,582,128,52,100,2,77,12,1,1,4
PUENTE DE IXTLA,584,BASICA,587,108,49,102,5,80,5,0,0,13
PUENTE DE IXTLA,584,CONTIGUA 1,587,101,57,101,1,95,5,0,0,8
PUENTE DE IXTLA,585,BASICA,748,102,92,121,0,84,7,0,0,6
PUENTE DE IXTLA,585,CONTIGUA 1,748,85,110,131,3,96,11,0,,
PUENTE DE IXTLA,586,BASICA,710,81,109,117,5,72,7,1,2,11
PUENTE DE IXTLA,586,CONTIGUA 1,711,103,111,96,7,80,3,2,0,17
PUENTE DE IXTLA,587,BASICA,585,114,81,83,2,55,9,2,2,14
PUENTE DE IXTLA,587,CONTIGUA 1,586,114,60,91,1,67,9,1,1,8
PUENTE DE IXTLA,588,BASICA,406,68,57,91,1,46,5,1,0,3
PUENTE DE IXTLA,588,CONTIGUA 1,407,66,55,78,1,50,8,0,0,3
PUENTE DE IXTLA,589,BASICA,394,38,43,85,2,71,13,0,0,8
PUENTE DE IXTLA,589,CONTIGUA 1,395,32,46,103,1,54,10,0,1,6
PUENTE DE IXTLA,590,BASICA,560,42,70,144,1,73,7,1,0,9
PUENTE DE IXTLA,590,CONTIGUA 1,561,35,78,151,0,64,3,1,0,9
PUENTE DE IXTLA,591,BASICA,555,48,60,155,2,76,7,0,,
PUENTE DE IXTLA,591,CONTIGUA 1,556,86,55,122,2,93,6,0,0,9
PUENTE DE IXTLA,592,BASICA,699,105,84,110,7,73,5,0,,
PUENTE DE IXTLA,592,CONTIGUA 1,700,92,83,110,2,84,10,0,,
PUENTE DE IXTLA,593,BASICA,436,112,47,75,6,36,4,2,1,7
PUENTE DE IXTLA,593,CONTIGUA 1,436,65,58,105,1,42,5,0,0,11
PUENTE DE IXTLA,594,BASICA,679,109,58,75,6,80,9,2,0,8
PUENTE DE IXTLA,594,CONTIGUA 1,680,104,65,51,9,68,5,0,,
PUENTE DE IXTLA,595,BASICA,656,69,89,74,4,73,16,1,1,12
PUENTE DE IXTLA,595,CONTIGUA 1,656,60,86,97,9,71,7,3,0,12
PUENTE DE IXTLA,595,CONTIGUA 2,656,82,74,84,9,87,6,0,0,16
PUENTE DE IXTLA,596,BASICA,743,63,101,74,5,94,16,1,,
PUENTE DE IXTLA,596,CONTIGUA 1,743,54,127,80,12,94,17,2,0,19
PUENTE DE IXTLA,596,CONTIGUA 2,744,56,101,80,12,82,18,4,0,19
PUENTE DE IXTLA,597,BASICA,588,64,68,48,13,84,17,2,0,8
PUENTE DE IXTLA,597,CONTIGUA 1,588,64,59,76,10,77,12,2,3,8
